epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7521330213546753,51.52091254752852,0.7988578259944916,44.53781512605042
2,0.7152710795402527,48.669201520912544,0.7160451114177704,52.94117647058823
3,0.6993521189689637,52.09125475285171,0.71379441122214,49.78991596638655
4,0.6956467008590699,52.661596958174904,0.693681467572848,53.78151260504202
5,0.7003520977497101,48.035487959442335,0.6975383321444194,53.57142857142857
6,0.6932473659515381,52.154626108998734,0.7173098007837931,39.705882352941174
