epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6990763640403748,49.239543726235745,0.7581231007973354,11.134453781512605
2,0.6893634963035583,53.29531051964512,0.6115665227174759,88.8655462184874
3,0.6686271524429321,64.38529784537388,0.6013753831386566,90.33613445378151
4,0.5816199409961701,72.11660329531053,0.3007921186586221,89.91596638655462
5,0.45980542540550234,84.91761723700887,0.19634138535087306,92.85714285714286
