epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.5188662890344858,96.52448657187993,0.47306776496599307,100.0
2,0.4260329369455576,99.68404423380727,0.3745234856065714,100.0
3,0.3635037913918495,99.84202211690364,0.34325628348116605,100.0
4,0.31617453023791314,99.76303317535545,0.2972922606288262,100.0
5,0.27575876712799074,99.92101105845181,0.2607916621667034,100.0
