Epoch,Loss,Learning Rate
1,0.8923719704151154,6e-06
2,0.2264371986190478,1.2e-05
3,0.0599586038539807,1.8e-05
4,0.05731734931468964,2.4e-05
5,0.03868814477076133,3e-05
6,0.03566667068128784,3.6e-05
7,0.02970557569836577,4.2e-05
8,0.03531001461669803,4.8e-05
9,0.025676823842028778,5.4000000000000005e-05
10,0.02988500359157721,6e-05
11,0.028411255528529484,6.6e-05
12,0.029188976374765238,7.2e-05
13,0.021708905634780725,7.800000000000001e-05
14,0.02715102839283645,8.4e-05
15,0.02416034621807436,9e-05
16,0.024340752450128397,9.6e-05
17,0.016988667271410424,9.999995532094644e-05
18,0.020595551297689477,9.999928513674004e-05
19,0.0215153607695053,9.999781074202592e-05
20,0.020640344374502698,9.99955321605189e-05
21,0.023077092971652745,9.999244942886871e-05
22,0.02510639145039022,9.998856259665936e-05
23,0.018178696177589396,9.998387172640834e-05
24,0.02132960082963109,9.99783768935657e-05
25,0.019435100288440785,9.997207818651274e-05
26,0.01829701620154083,9.996497570656062e-05
27,0.013922175392508507,9.995706956794879e-05
28,0.01742330229220291,9.994835989784305e-05
29,0.018732174191003044,9.993884683633354e-05
30,0.018271275237202643,9.992853053643257e-05
31,0.020326559416328868,9.991741116407203e-05
32,0.0227605275499324,9.990548889810077e-05
33,0.016190486409080527,9.989276393028182e-05
34,0.019376172102056444,9.98792364652891e-05
35,0.016987730089264613,9.986490672070437e-05
36,0.016557152639143168,9.984977492701351e-05
37,0.01244456449834009,9.983384132760297e-05
38,0.0158783581883957,9.981710617875575e-05
39,0.0172663488270094,9.979956974964737e-05
40,0.016807870605650047,9.978123232234147e-05
41,0.01892149666479478,9.976209419178531e-05
42,0.02084065874417623,9.974215566580498e-05
43,0.014457720308564603,9.972141706510054e-05
44,0.017629274788002174,9.969987872324076e-05
45,0.015826050754791748,9.967754098665778e-05
46,0.015375580498948693,9.965440421464162e-05
47,0.01147480213548988,9.963046877933431e-05
48,0.014941191005830964,9.96057350657239e-05
49,0.016182708422032496,9.958020347163833e-05
50,0.015567122159215312,9.9553874407739e-05
51,0.017495052772574127,9.952674829751419e-05
52,0.019552802224643527,9.949882557727214e-05
53,0.01351075591519475,9.947010669613421e-05
54,0.01658944832937171,9.944059211602752e-05
55,0.014717447311462213,9.941028231167756e-05
56,0.01427020503518482,9.937917777060057e-05
57,0.010666910225215058,9.934727899309566e-05
58,0.013678706747790178,9.931458649223683e-05
59,0.015275926173975071,9.928110079386463e-05
60,0.014596120299150547,9.924682243657779e-05
61,0.016529447166249156,9.921175197172448e-05
62,0.01843270503450185,9.91758899633935e-05
63,0.012625703425146639,9.913923698840519e-05
64,0.015637585730291902,9.910179363630212e-05
65,0.013876237518464526,9.906356050933961e-05
66,0.013336739813288053,9.902453822247614e-05
67,0.009938510119294126,9.898472740336336e-05
68,0.012775094131939113,9.894412869233596e-05
69,0.014336559052268664,9.890274274240153e-05
70,0.01406669404823333,9.886057021922982e-05
71,0.01571558543946594,9.881761180114235e-05
72,0.017802730637292066,9.877386817910117e-05
73,0.011765734513755888,9.872934005669797e-05
74,0.014547680869388084,9.868402815014265e-05
75,0.013613929863398273,9.863793318825186e-05
76,0.0126961120016252,9.859105591243727e-05
77,0.009542138082906604,9.85433970766936e-05
78,0.012177072543029984,9.849495744758654e-05
79,0.013800422746377687,9.844573780424043e-05
80,0.013537459479024013,9.839573893832563e-05
81,0.015240990254096688,9.834496165404594e-05
82,0.016964925763507683,9.829340676812553e-05
83,0.010894612114255627,9.82410751097959e-05
84,0.013646737245532373,9.818796752078246e-05
85,0.012786190258339047,9.813408485529103e-05
86,0.011893476856251558,9.807942797999412e-05
87,0.008825035005186995,9.802399777401698e-05
88,0.011326540952237944,9.796779512892346e-05
89,0.012848797712164621,9.791082094870161e-05
90,0.012745993347683301,9.785307614974921e-05
91,0.014446792953337232,9.779456166085905e-05
92,0.01634966446241985,9.77352784232039e-05
93,0.010409141758767266,9.767522739032147e-05
94,0.012821290750677387,9.761440952809898e-05
95,0.01201156760022665,9.755282581475769e-05
96,0.011130874270262818,9.749047724083716e-05
97,0.00834946626952539,9.742736480917931e-05
98,0.010679556289687753,9.736348953491224e-05
99,0.012383223829480509,9.729885244543399e-05
100,0.012330105365253984,9.723345458039594e-05
101,0.013712582038715481,9.716729699168617e-05
102,0.015614680328872055,9.71003807434124e-05
103,0.010038897872436791,9.703270691188507e-05
104,0.012428170388254027,9.696427658559983e-05
105,0.01152167715675508,9.689509086522019e-05
106,0.01081707312259823,9.682515086355972e-05
107,0.00787491553540652,9.675445770556417e-05
108,0.010015392625549187,9.668301252829345e-05
109,0.011550128110684454,9.66108164809032e-05
110,0.01168820564635098,9.653787072462643e-05
111,0.012814394966699182,9.646417643275479e-05
112,0.014669967694984128,9.63897347906197e-05
113,0.00956429032376036,9.631454699557332e-05
114,0.011642968569261333,9.623861425696918e-05
115,0.011045254811566945,9.616193779614294e-05
116,0.010296563326846808,9.60845188463925e-05
117,0.007743762293830514,9.60063586529583e-05
118,0.0097873347850206,9.592745847300333e-05
119,0.011052811184587579,9.58478195755928e-05
120,0.011118123633787036,9.57674432416738e-05
121,0.012380162665310005,9.568633076405462e-05
122,0.014067490193216752,9.560448344738408e-05
123,0.009312080948924025,9.552190260813045e-05
124,0.011242341568383078,9.543858957456026e-05
125,0.010554803587729112,9.535454568671704e-05
126,0.009781412407755851,9.526977229639967e-05
127,0.007309222861658781,9.518427076714064e-05
128,0.009077378661216547,9.509804247418421e-05
129,0.010325067296313743,9.501108880446419e-05
130,0.010241728993908813,9.492341115658167e-05
131,0.01165180728227521,9.483501094078251e-05
132,0.013368723886863639,9.474588957893471e-05
133,0.00859670270777618,9.465604850450546e-05
134,0.010410204855725169,9.456548916253815e-05
135,0.009564070192088063,9.44742130096291e-05
136,0.00887902641358475,9.438222151390412e-05
137,0.006532487641864767,9.428951615499493e-05
138,0.008417382886788498,9.41960984240153e-05
139,0.00963313637378936,9.410196982353712e-05
140,0.00987169067375362,9.400713186756625e-05
141,0.011284417053684593,9.39115860815181e-05
142,0.012594549008645118,9.381533400219318e-05
143,0.008086580643430352,9.371837717775226e-05
144,0.009917894145473838,9.362071716769158e-05
145,0.009860294358804821,9.352235554281774e-05
146,0.008669644411808501,9.342329388522238e-05
147,0.006628463269832233,9.332353378825683e-05
148,0.008282986116440346,9.322307685650637e-05
149,0.009442345336234817,9.312192470576451e-05
150,0.009470580262131989,9.302007896300698e-05
151,0.010823279789959391,9.291754126636549e-05
152,0.011952400871086866,9.281431326510153e-05
153,0.007730456926704695,9.271039661957968e-05
154,0.009496709910066178,9.260579300124099e-05
155,0.009083168559785311,9.250050409257611e-05
156,0.008112786787872512,9.23945315870982e-05
157,0.00615268824233984,9.228787718931567e-05
158,0.007640254765283317,9.218054261470477e-05
159,0.008625409356318415,9.207252958968204e-05
160,0.008733164387134213,9.196383985157656e-05
161,0.010002760596883794,9.185447514860187e-05
162,0.011228173264923196,9.1744437239828e-05
163,0.0075394512813848754,9.163372789515311e-05
164,0.009065621152209739,9.152234889527501e-05
165,0.008788262585100407,9.141030203166256e-05
166,0.007865884527564048,9.129758910652684e-05
167,0.005764720771306505,9.118421193279214e-05
168,0.007069181534461677,9.107017233406681e-05
169,0.0079851070457759,9.095547214461395e-05
170,0.008409395557828247,9.084011320932189e-05
171,0.009836389364985128,9.072409738367451e-05
172,0.010818401207992186,9.060742653372142e-05
173,0.007344700050695489,9.049010253604795e-05
174,0.00853876070274661,9.037212727774486e-05
175,0.008373569677739093,9.025350265637815e-05
176,0.007399837381672114,9.013423057995845e-05
177,0.005557926600643744,9.00143129669103e-05
178,0.006932866619899869,8.989375174604142e-05
179,0.0075893644243478775,8.977254885651149e-05
180,0.007923840680935731,8.965070624780116e-05
181,0.009181247550683717,8.952822587968057e-05
182,0.010493430809583515,8.940510972217787e-05
183,0.0071057206718251106,8.92813597555475e-05
184,0.008085188855572294,8.915697797023841e-05
185,0.007835916625723863,8.903196636686197e-05
186,0.007270917987140516,8.890632695615984e-05
187,0.0052173629131478565,8.878006175897158e-05
188,0.006553910428192466,8.86531728062022e-05
189,0.007224087098923822,8.852566213878947e-05
190,0.007413328419594715,8.839753180767108e-05
191,0.008595832988309364,8.826878387375166e-05
192,0.00981730780331418,8.813942040786964e-05
193,0.006743910854371885,8.800944349076396e-05
194,0.00756815771261851,8.787885521304055e-05
195,0.007007787281569714,8.774765767513875e-05
196,0.0066340536926873025,8.761585298729749e-05
197,0.005004473573838671,8.748344326952138e-05
198,0.006138254135536651,8.73504306515466e-05
199,0.007067588402424008,8.721681727280664e-05
200,0.0068882543438424666,8.708260528239788e-05
201,0.008388363969667504,8.694779683904506e-05
202,0.009407403723647198,8.68123941110665e-05
203,0.0067370529014927644,8.667639927633928e-05
204,0.007186637717920045,8.653981452226419e-05
205,0.006738136778585613,8.640264204573047e-05
206,0.0065032018426184855,8.626488405308066e-05
207,0.004911724679792921,8.612654276007493e-05
208,0.005824643129017204,8.598762039185553e-05
209,0.006604725363043447,8.584811918291095e-05
210,0.006602454395033419,8.570804137704003e-05
211,0.007917918373520176,8.556738922731588e-05
212,0.009100489954774579,8.542616499604957e-05
213,0.006429824881100406,8.528437095475379e-05
214,0.006882616450699667,8.514200938410628e-05
215,0.006541018506201605,8.499908257391323e-05
216,0.006207811219307284,8.485559282307236e-05
217,0.004872138584808757,8.471154243953594e-05
218,0.0056651928772528965,8.456693374027378e-05
219,0.006461730238515884,8.442176905123582e-05
220,0.006491958272332946,8.427605070731482e-05
221,0.0078040438859413065,8.412978105230875e-05
222,0.00903766998477901,8.39829624388831e-05
223,0.006522442726418376,8.38355972285331e-05
224,0.007050376179783295,8.368768779154563e-05
225,0.006617405630337695,8.353923650696118e-05
226,0.006176291906740516,8.339024576253554e-05
227,0.0047570283175446095,8.324071795470142e-05
228,0.005566080810967833,8.30906554885299e-05
229,0.006079462193883956,8.29400607776917e-05
230,0.006129645404871553,8.278893624441848e-05
231,0.0073730947372193135,8.26372843194637e-05
232,0.0082355083587269,8.248510744206369e-05
233,0.005961921395889173,8.233240805989831e-05
234,0.006327739136759191,8.217918862905163e-05
235,0.006017878416848059,8.202545161397242e-05
236,0.0057087565422989425,8.18711994874345e-05
237,0.004276942019350827,8.171643473049692e-05
238,0.005199715270039936,8.15611598324642e-05
239,0.0057027074974030255,8.140537729084609e-05
240,0.005681317873920003,8.124908961131759e-05
241,0.006667603571744015,8.10922993076785e-05
242,0.00759421462037911,8.093500890181307e-05
243,0.005559879397818198,8.077722092364943e-05
244,0.005927684949710965,8.061893791111887e-05
245,0.005513277197799956,8.0460162410115e-05
246,0.005352599369750048,8.030089697445287e-05
247,0.004016643750946969,8.014114416582785e-05
248,0.004927845547596613,7.998090655377442e-05
249,0.005439827214771261,7.982018671562486e-05
250,0.005484107260902722,7.965898723646776e-05
251,0.006246440838246296,7.949731070910652e-05
252,0.007043747083904843,7.933515973401756e-05
253,0.0054062140872702,7.917253691930849e-05
254,0.005653973342850805,7.900944488067629e-05
255,0.0051920794231894735,7.884588624136504e-05
256,0.004990062876216447,7.86818636321239e-05
257,0.0038976229901891203,7.851737969116473e-05
258,0.00478659519382442,7.835243706411961e-05
259,0.005202620233952378,7.818703840399833e-05
260,0.005150104057975113,7.802118637114573e-05
261,0.0061668043374083934,7.785488363319895e-05
262,0.006688563265682509,7.768813286504438e-05
263,0.005257078652114918,7.752093674877477e-05
264,0.005547647799054782,7.735329797364606e-05
265,0.005060026500723324,7.718521923603404e-05
266,0.004813814613347252,7.701670323939117e-05
267,0.0037277965146737795,7.684775269420284e-05
268,0.0046158021005491415,7.667837031794403e-05
269,0.004915467544924468,7.650855883503541e-05
270,0.004778778015558298,7.633832097679958e-05
271,0.005627048190217465,7.616765948141722e-05
272,0.0064446736903240286,7.599657709388292e-05
273,0.0050574287248309705,7.582507656596108e-05
274,0.005415894770218681,7.565316065614167e-05
275,0.004927565080773396,7.548083212959588e-05
276,0.004668361138707648,7.530809375813155e-05
277,0.003697237839999919,7.513494832014866e-05
278,0.004472359964468827,7.496139860059467e-05
279,0.004908797102204213,7.478744739091964e-05
280,0.004707178865404179,7.461309748903139e-05
281,0.005507303704507649,7.443835169925045e-05
282,0.006199269780578712,7.426321283226504e-05
283,0.004814823179428155,7.408768370508576e-05
284,0.00506940548075363,7.391176714100037e-05
285,0.004868488570597644,7.373546596952829e-05
286,0.004485113938183834,7.355878302637516e-05
287,0.003499580155281971,7.338172115338719e-05
288,0.0042501359188463535,7.32042831985055e-05
289,0.004653317506502693,7.30264720157202e-05
290,0.004604771884623915,7.284829046502468e-05
291,0.005521462597729018,7.266974141236936e-05
292,0.006119010791492959,7.249082772961582e-05
293,0.004678438819246367,7.231155229449048e-05
294,0.004695219864758352,7.213191799053831e-05
295,0.004561583619215525,7.195192770707654e-05
296,0.004376895690802485,7.17715843391481e-05
297,0.0034577020696209123,7.15908907874751e-05
298,0.004155716746269415,7.140984995841213e-05
299,0.0046358159568626435,7.122846476389958e-05
300,0.004268837242852897,7.104673812141675e-05
301,0.005227958872759094,7.086467295393495e-05
302,0.006211068896421542,7.068227218987043e-05
303,0.004979364108294249,7.049953876303736e-05
304,0.004821897723013535,7.031647561260065e-05
305,0.004333945317193865,7.013308568302854e-05
306,0.00411203145631589,6.994937192404538e-05
307,0.003381639850946764,6.976533729058411e-05
308,0.003948191384552047,6.95809847427388e-05
309,0.004253346282833566,6.939631724571696e-05
310,0.004088271469421064,6.921133776979186e-05
311,0.004747938465637465,6.902604929025482e-05
312,0.0054588234226685016,6.884045478736731e-05
313,0.004487545832913989,6.865455724631297e-05
314,0.004567427560687065,6.84683596571497e-05
315,0.004079387985984795,6.828186501476144e-05
316,0.00382823467371054,6.809507631881014e-05
317,0.0030524843255989253,6.790799657368733e-05
318,0.003615892040155207,6.772062878846603e-05
319,0.003968090269093712,6.753297597685211e-05
320,0.0038813472958281635,6.734504115713604e-05
321,0.0042449111390548445,6.715682735214412e-05
322,0.004988377226982266,6.696833758919006e-05
323,0.004235466076837232,6.677957490002614e-05
324,0.004386707447702065,6.659054232079454e-05
325,0.0038236894450771313,6.640124289197845e-05
326,0.003616696468088776,6.621167965835323e-05
327,0.0027954269646822166,6.602185566893735e-05
328,0.0034162625845056025,6.583177397694338e-05
329,0.003701219824142754,6.56414376397289e-05
330,0.003727721560668821,6.545084971874738e-05
331,0.0042684680122571685,6.526001327949878e-05
332,0.00473127233562991,6.50689313914804e-05
333,0.004011220812875156,6.48776071281374e-05
334,0.004210738969656329,6.468604356681347e-05
335,0.00369161252262226,6.449424378870123e-05
336,0.003430642121626685,6.430861569918963e-05
337,0.002706159393225486,6.411636036452622e-05
338,0.0032118392312744013,6.392387797610984e-05
339,0.003531395938868324,6.373117162991196e-05
340,0.0035812110814731567,6.353824442550626e-05
341,0.004099642809402819,6.334509946601879e-05
342,0.004670720590123286,6.31517398580781e-05
343,0.00385598666810741,6.295816871176521e-05
344,0.00400261195221295,6.276438914056366e-05
345,0.00360777933189335,6.257040426130933e-05
346,0.0035154935399380823,6.237621719414039e-05
347,0.0026843916508369147,6.218183106244712e-05
348,0.0032021243726679436,6.198724899282162e-05
349,0.003481128530499215,6.179247411500749e-05
