epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7051454162597657,50.126742712294046,0.7046427418788274,27.941176470588236
2,0.6270103359222412,66.66666666666667,0.6287912050882976,78.99159663865547
3,0.5601504081487656,77.0595690747782,0.6320859720309575,71.00840336134453
4,0.49365011751651766,84.53738910012675,0.47536424100399016,93.69747899159664
5,0.450630214214325,87.07224334600761,0.43605201492706935,93.0672268907563
