epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7725796556472778,50.75471698113208,0.7768986413876215,11.11111111111111
2,0.5818783301115036,70.69182389937107,0.5565097684661547,93.50104821802935
3,0.43571660459041595,89.68553459119497,0.447476585706075,96.0167714884696
4,0.35842049300670625,94.33962264150944,0.39195480744043987,97.27463312368972
5,0.295368101298809,96.35220125786164,0.32671397825082144,98.74213836477988
